Round/Game,Winner,Loser,Crash,Timeout,Map,Duration,W Score,L Score,(W-L)/Max,W 55,W 1000,W 10000,L 55,L 1000,L 10000,Win Addr,Lose Addr,Start,Finish,Round/Game,,Bot,Games,Win,Loss,Win %,AvgTime,Hour,Crash,Timeout
75 / 15859,Oritaka,Xelnaga,FALSE,FALSE,Andromeda,00:10:12,35660,14225,0.60108,0,0,0,0,0,0,/192.168.0.32,/192.168.0.12,20161004_052640,20161004_052910,76 / 15859,,,,,,,,,,
75 / 15872,Oritaka,Ximp,FALSE,Ximp,Andromeda,00:15:23,21480,60852,-0.647,0,0,0,49,10,0,/192.168.0.13,/192.168.0.42,20161004_053736,20161004_054133,76 / 15872,,,,,,,,,,
75 / 15917,Oritaka,Tyr,FALSE,FALSE,Andromeda,00:07:23,9039,550,0.93905,0,0,0,0,0,0,/192.168.0.12,/192.168.0.32,20161004_061340,20161004_061529,76 / 15917,,,,,,,,,,
75 / 15919,Oritaka,GarmBot,FALSE,FALSE,Andromeda,00:14:11,32862,20516,0.37568,0,0,0,0,0,0,/192.168.0.23,/192.168.0.34,20161004_061504,20161004_061907,76 / 15919,,,,,,,,,,
76 / 16007,Oritaka,CruzBot,FALSE,FALSE,CircuitBreaker,00:09:06,21078,9025,0.5718,0,0,0,4,0,0,/192.168.0.33,/192.168.0.34,20161004_073337,20161004_073617,77 / 16007,,,,,,,,,,
76 / 16127,Oritaka,Tyr,FALSE,FALSE,CircuitBreaker,00:07:10,8316,450,0.94577,0,0,0,0,0,0,/192.168.0.32,/192.168.0.23,20161004_091156,20161004_091342,77 / 16127,,,,,,,,,,
76 / 16128,Oritaka,Cimex,Cimex,FALSE,CircuitBreaker,00:10:22,23303,13862,0.40512,0,0,0,0,0,0,/192.168.0.42,/192.168.0.11,20161004_091238,20161004_091607,77 / 16128,,,,,,,,,,
76 / 16129,Oritaka,GarmBot,FALSE,FALSE,CircuitBreaker,00:14:22,41608,25391,0.38975,0,0,0,0,0,0,/192.168.0.22,/192.168.0.12,20161004_091320,20161004_091717,77 / 16129,,,,,,,,,,
77 / 16217,Oritaka,CruzBot,FALSE,FALSE,EmpireoftheSun,00:59:31,120245,10389,0.91359,0,0,0,3,0,0,/192.168.0.23,/192.168.0.12,20161004_102706,20161004_104515,78 / 16217,,,,,,,,,,
77 / 16337,Oritaka,Tyr,FALSE,FALSE,EmpireoftheSun,00:07:16,8940,450,0.94956,0,0,0,0,0,0,/192.168.0.32,/192.168.0.33,20161004_120555,20161004_120743,78 / 16337,,,,,,,,,,
77 / 16338,Oritaka,Cimex,FALSE,FALSE,EmpireoftheSun,00:09:00,21001,9954,0.526,0,0,0,0,0,0,/192.168.0.23,/192.168.0.43,20161004_120638,20161004_120900,78 / 16338,,,,,,,,,,
77 / 16339,Oritaka,GarmBot,FALSE,FALSE,EmpireoftheSun,00:59:31,66582,42742,0.35805,5,0,0,0,0,0,/192.168.0.13,/192.168.0.42,20161004_120720,20161004_123207,78 / 16339,,,,,,,,,,
77 / 16340,Oritaka,JiaBot,FALSE,FALSE,EmpireoftheSun,00:15:43,48894,28895,0.40902,0,0,0,1,0,0,/192.168.0.22,/192.168.0.41,20161004_120809,20161004_121139,78 / 16340,,,,,,,,,,
78 / 16545,Oritaka,SRbotOne,FALSE,FALSE,Fortress,00:59:31,96380,60293,0.37442,1,0,0,90,0,0,/192.168.0.43,/192.168.0.11,20161004_150129,20161004_151808,79 / 16545,,,,,,,,,,
78 / 16547,Oritaka,Tyr,FALSE,FALSE,Fortress,00:59:31,73998,450,0.99391,3,0,0,0,0,0,/192.168.0.13,/192.168.0.44,20161004_150255,20161004_152125,79 / 16547,,,,,,,,,,
79 / 16637,Oritaka,CruzBot,FALSE,FALSE,Python,00:09:24,21065,10791,0.48771,0,0,0,8,0,0,/192.168.0.13,/192.168.0.33,20161004_162918,20161004_163212,80 / 16637,,,,,,,,,,
79 / 16757,Oritaka,Tyr,FALSE,FALSE,Python,00:07:25,8180,450,0.94487,0,0,0,0,0,0,/192.168.0.22,/192.168.0.44,20161004_180850,20161004_181036,80 / 16757,,,,,,,,,,
79 / 16758,Oritaka,Cimex,Cimex,FALSE,Python,00:06:50,7043,5802,0.17618,0,0,0,0,0,0,/192.168.0.43,/192.168.0.13,20161004_180933,20161004_181215,80 / 16758,,,,,,,,,,
79 / 16759,Oritaka,GarmBot,FALSE,FALSE,Python,00:12:00,30831,15220,0.50632,0,0,0,0,0,0,/192.168.0.44,/192.168.0.23,20161004_181050,20161004_181405,80 / 16759,,,,,,,,,,
80 / 16967,Oritaka,Tyr,FALSE,FALSE,Benzene,00:59:31,33159,450,0.9864,0,0,0,0,0,0,/192.168.0.11,/192.168.0.41,20161004_211428,20161004_212423,81 / 16967,,,,,,,,,,
81 / 17057,Oritaka,CruzBot,FALSE,FALSE,Destination,00:10:31,27980,12689,0.54648,0,0,0,5,0,0,/192.168.0.42,/192.168.0.31,20161004_223256,20161004_223600,82 / 17057,,,,,,,,,,
81 / 17090,Oritaka,NUSBot,NUSBot,FALSE,Destination,00:31:50,77011,33186,0.56907,3,0,0,15,0,0,/192.168.0.44,/192.168.0.42,20161004_230031,20161004_231315,82 / 17090,,,,,,,,,,
81 / 17176,Oritaka,TerranUAB,FALSE,FALSE,Destination,00:59:31,40832,22811,0.44133,0,0,0,0,0,0,/192.168.0.13,/192.168.0.33,20161005_000757,20161005_001848,82 / 17176,,,,,,,,,,
81 / 17177,Oritaka,Tyr,FALSE,FALSE,Destination,00:59:31,70271,450,0.99358,0,0,0,0,0,0,/192.168.0.42,/192.168.0.22,20161005_000840,20161005_002130,82 / 17177,,,,,,,,,,
82 / 17284,Oritaka,MegaBot,MegaBot,FALSE,HeartbreakRidge,00:00:01,450,0,0.99778,0,0,0,0,0,0,/192.168.0.42,/192.168.0.41,20161005_015228,20161005_015402,83 / 17284,,,,,,,,,,
82 / 17300,Oritaka,NUSBot,NUSBot,FALSE,HeartbreakRidge,00:00:01,450,0,0.99778,0,0,0,0,0,0,/192.168.0.44,/192.168.0.33,20161005_021505,20161005_021638,83 / 17300,,,,,,,,,,
82 / 17329,Oritaka,Xelnaga,FALSE,FALSE,HeartbreakRidge,00:22:41,51444,41538,0.19256,2,0,0,0,0,0,/192.168.0.31,/192.168.0.33,20161005_024732,20161005_025347,83 / 17329,,,,,,,,,,
82 / 17387,Oritaka,Tyr,FALSE,FALSE,HeartbreakRidge,00:07:17,8951,550,0.93845,0,0,0,0,0,0,/192.168.0.43,/192.168.0.41,20161005_033210,20161005_033352,83 / 17387,,,,,,,,,,
82 / 17388,Oritaka,Cimex,Cimex,FALSE,HeartbreakRidge,00:12:35,23029,23258,-0.00985,0,0,0,1,0,0,/192.168.0.33,/192.168.0.44,20161005_033253,20161005_033658,83 / 17388,,,,,,,,,,
82 / 17389,Oritaka,GarmBot,FALSE,FALSE,HeartbreakRidge,00:10:48,28419,17128,0.39729,0,0,0,0,0,0,/192.168.0.31,/192.168.0.13,20161005_033332,20161005_033617,83 / 17389,,,,,,,,,,
83 / 17597,Oritaka,Tyr,FALSE,FALSE,Aztec,00:16:35,16451,450,0.97259,0,0,0,0,0,0,/192.168.0.13,/192.168.0.23,20161005_063253,20161005_063632,84 / 17597,,,,,,,,,,
83 / 17598,Oritaka,Cimex,Cimex,FALSE,Aztec,00:07:28,10101,6710,0.33568,0,0,0,0,0,0,/192.168.0.32,/192.168.0.11,20161005_063337,20161005_063626,84 / 17598,,,,,,,,,,
83 / 17599,Oritaka,GarmBot,FALSE,FALSE,Aztec,00:13:23,33849,25356,0.2509,0,0,0,0,0,0,/192.168.0.44,/192.168.0.31,20161005_063417,20161005_063802,84 / 17599,,,,,,,,,,
83 / 17601,Oritaka,Overkill,FALSE,FALSE,Aztec,00:59:31,178467,92083,0.48403,1,0,0,2,0,0,/192.168.0.41,/192.168.0.11,20161005_063724,20161005_070903,84 / 17601,,,,,,,,,,
84 / 17687,Oritaka,CruzBot,FALSE,FALSE,TauCross,00:09:51,25140,10451,0.58426,0,0,0,7,0,0,/192.168.0.34,/192.168.0.12,20161005_080047,20161005_080338,85 / 17687,,,,,,,,,,
84 / 17807,Oritaka,Tyr,FALSE,FALSE,TauCross,00:07:30,8935,650,0.92715,0,0,0,0,0,0,/192.168.0.13,/192.168.0.42,20161005_093814,20161005_094001,85 / 17807,,,,,,,,,,
84 / 17808,Oritaka,Cimex,Cimex,FALSE,TauCross,00:14:35,36298,28462,0.21587,0,0,0,0,0,0,/192.168.0.44,/192.168.0.32,20161005_093857,20161005_094337,85 / 17808,,,,,,,,,,
84 / 17809,Oritaka,GarmBot,FALSE,FALSE,TauCross,00:15:08,41261,26416,0.35977,0,0,0,0,0,0,/192.168.0.34,/192.168.0.31,20161005_093939,20161005_094353,85 / 17809,,,,,,,,,,
84 / 17810,Oritaka,JiaBot,FALSE,FALSE,TauCross,00:10:43,36558,16889,0.53801,0,0,0,0,0,0,/192.168.0.41,/192.168.0.42,20161005_094030,20161005_094306,85 / 17810,,,,,,,,,,
84 / 17811,Oritaka,Overkill,FALSE,FALSE,TauCross,00:59:31,139810,59952,0.57119,1,0,0,0,0,0,/192.168.0.13,/192.168.0.11,20161005_094126,20161005_095628,85 / 17811,,,,,,,,,,
85 / 17897,Oritaka,CruzBot,FALSE,FALSE,Andromeda,00:10:07,25730,10859,0.57794,0,0,0,3,0,0,/192.168.0.33,/192.168.0.11,20161005_110240,20161005_110542,86 / 17897,,,,,,,,,,
85 / 17972,Oritaka,Ximp,FALSE,Ximp,Andromeda,00:14:42,19840,56331,-0.64778,0,0,0,72,10,0,/192.168.0.33,/192.168.0.41,20161005_120344,20161005_120746,86 / 17972,,,,,,,,,,
85 / 18005,Oritaka,LetaBot,FALSE,FALSE,Andromeda,00:59:31,64435,24506,0.61967,3,0,0,0,0,0,/192.168.0.41,/192.168.0.34,20161005_122949,20161005_125559,86 / 18005,,,,,,,,,,
85 / 18017,Oritaka,Tyr,FALSE,FALSE,Andromeda,00:07:27,9079,450,0.95033,0,0,0,0,0,0,/192.168.0.13,/192.168.0.33,20161005_123847,20161005_124035,86 / 18017,,,,,,,,,,
85 / 18018,Oritaka,Cimex,FALSE,FALSE,Andromeda,00:59:31,139303,85608,0.38545,0,0,0,0,0,0,/192.168.0.23,/192.168.0.22,20161005_123927,20161005_125538,86 / 18018,,,,,,,,,,
85 / 18019,Oritaka,GarmBot,FALSE,FALSE,Andromeda,00:12:48,29172,16774,0.42498,0,0,0,0,0,0,/192.168.0.13,/192.168.0.11,20161005_124051,20161005_124526,86 / 18019,,,,,,,,,,
85 / 18020,Oritaka,JiaBot,FALSE,FALSE,Andromeda,00:13:06,45989,27696,0.39776,0,0,0,22,0,0,/192.168.0.44,/192.168.0.33,20161005_124151,20161005_124458,86 / 18020,,,,,,,,,,
86 / 18107,Oritaka,CruzBot,FALSE,FALSE,CircuitBreaker,00:59:31,164038,73349,0.55285,0,0,0,0,0,0,/192.168.0.32,/192.168.0.44,20161005_140729,20161005_142422,87 / 18107,,,,,,,,,,
86 / 18227,Oritaka,Tyr,FALSE,FALSE,CircuitBreaker,00:07:06,7917,450,0.94304,0,0,0,0,0,0,/192.168.0.44,/192.168.0.33,20161005_155342,20161005_155529,87 / 18227,,,,,,,,,,
86 / 18228,Oritaka,Cimex,FALSE,FALSE,CircuitBreaker,00:16:47,29403,12842,0.56322,0,0,0,0,0,0,/192.168.0.12,/192.168.0.11,20161005_155425,20161005_155855,87 / 18228,,,,,,,,,,
86 / 18229,Oritaka,GarmBot,FALSE,FALSE,CircuitBreaker,00:13:54,36589,16499,0.54906,1,0,0,0,0,0,/192.168.0.42,/192.168.0.43,20161005_155505,20161005_155909,87 / 18229,,,,,,,,,,
86 / 18230,Oritaka,JiaBot,FALSE,FALSE,CircuitBreaker,00:10:12,25404,11704,0.53926,0,0,0,0,0,0,/192.168.0.32,/192.168.0.33,20161005_155551,20161005_155820,87 / 18230,,,,,,,,,,
87 / 18437,Oritaka,Tyr,FALSE,FALSE,EmpireoftheSun,00:07:15,8648,550,0.93629,0,0,0,0,0,0,/192.168.0.13,/192.168.0.22,20161005_185253,20161005_185439,88 / 18437,,,,,,,,,,
87 / 18439,Oritaka,GarmBot,FALSE,FALSE,EmpireoftheSun,00:11:11,26853,12814,0.52279,0,0,0,0,0,0,/192.168.0.13,/192.168.0.33,20161005_185453,20161005_185810,88 / 18439,,,,,,,,,,
88 / 18527,Oritaka,CruzBot,FALSE,FALSE,Fortress,00:15:08,46055,13833,0.69963,0,0,0,3,0,0,/192.168.0.23,/192.168.0.42,20161005_200709,20161005_201109,89 / 18527,,,,,,,,,,
88 / 18602,Oritaka,Ximp,FALSE,Ximp,Fortress,00:14:50,27770,42706,-0.34973,0,0,0,41,10,0,/192.168.0.44,/192.168.0.11,20161005_211253,20161005_211702,89 / 18602,,,,,,,,,,
88 / 18647,Oritaka,Tyr,FALSE,FALSE,Fortress,00:59:31,37240,450,0.98789,0,0,0,0,0,0,/192.168.0.23,/192.168.0.33,20161005_220437,20161005_221618,89 / 18647,,,,,,,,,,
89 / 18737,Oritaka,CruzBot,FALSE,FALSE,Python,00:14:41,42088,20201,0.52002,0,0,0,8,0,0,/192.168.0.43,/192.168.0.22,20161005_232250,20161005_232646,90 / 18737,,,,,,,,,,
89 / 18857,Oritaka,Tyr,FALSE,FALSE,Python,00:07:38,8408,550,0.93447,0,0,0,0,0,0,/192.168.0.44,/192.168.0.31,20161006_010305,20161006_010455,90 / 18857,,,,,,,,,,
89 / 18859,Oritaka,GarmBot,FALSE,FALSE,Python,00:13:48,26723,19564,0.26789,0,0,0,0,0,0,/192.168.0.12,/192.168.0.42,20161006_010431,20161006_010813,90 / 18859,,,,,,,,,,
0 / 00036,Overkill,Aiur,FALSE,FALSE,Benzene,00:34:56,179095,88170,0.50769,3,0,0,10,0,0,/192.168.0.11,/192.168.0.33,20160924_210620,20160924_212108,1 / 00036,,,,,,,,,,
0 / 00054,Overkill,CruzBot,FALSE,FALSE,Benzene,00:14:57,52490,14578,0.72226,0,0,0,0,0,0,/192.168.0.22,/192.168.0.34,20160924_212326,20160924_212738,1 / 00054,,,,,,,,,,
0 / 00071,Overkill,MegaBot,MegaBot,FALSE,Benzene,00:11:56,44368,25432,0.42678,0,0,0,80,0,0,/192.168.0.32,/192.168.0.44,20160924_213735,20160924_214447,1 / 00071,,,,,,,,,,
0 / 00087,Overkill,NUSBot,FALSE,FALSE,Benzene,00:12:37,40940,13450,0.67145,0,0,0,1,0,0,/192.168.0.13,/192.168.0.32,20160924_214918,20160924_215220,1 / 00087,,,,,,,,,,
0 / 00102,Overkill,Skynet,FALSE,FALSE,Benzene,00:18:24,94273,64919,0.31137,0,0,0,6,0,0,/192.168.0.34,/192.168.0.13,20160924_220239,20160924_220850,1 / 00102,,,,,,,,,,
0 / 00129,Overkill,Ximp,FALSE,FALSE,Benzene,00:16:50,67961,57068,0.16028,0,0,0,12,0,0,/192.168.0.44,/192.168.0.42,20160924_222300,20160924_222729,1 / 00129,,,,,,,,,,
0 / 00141,Overkill,IceBot,FALSE,FALSE,Benzene,00:16:46,90636,50962,0.43772,0,0,0,0,0,0,/192.168.0.12,/192.168.0.34,20160924_223328,20160924_223826,1 / 00141,,,,,,,,,,
0 / 00171,Overkill,Oritaka,FALSE,FALSE,Benzene,00:13:32,56548,20175,0.64321,0,0,0,0,0,0,/192.168.0.42,/192.168.0.43,20160924_225756,20160924_230132,1 / 00171,,,,,,,,,,
0 / 00179,Overkill,SRbotOne,FALSE,FALSE,Benzene,00:14:35,43659,40184,0.07959,1,0,0,0,0,0,/192.168.0.41,/192.168.0.42,20160924_230315,20160924_230649,1 / 00179,,,,,,,,,,
0 / 00186,Overkill,TerranUAB,FALSE,FALSE,Benzene,00:14:59,60113,32623,0.4573,0,0,0,0,0,0,/192.168.0.13,/192.168.0.42,20160924_230826,20160924_231208,1 / 00186,,,,,,,,,,
0 / 00192,Overkill,Tyr,FALSE,FALSE,Benzene,00:04:36,5634,450,0.91996,0,0,0,0,0,0,/192.168.0.32,/192.168.0.34,20160924_231415,20160924_231528,1 / 00192,,,,,,,,,,
0 / 00197,Overkill,Cimex,FALSE,FALSE,Benzene,00:14:15,44216,21374,0.51659,0,0,0,0,0,0,/192.168.0.34,/192.168.0.42,20160924_231752,20160924_232131,1 / 00197,,,,,,,,,,
0 / 00201,Overkill,GarmBot,FALSE,FALSE,Benzene,00:13:14,39163,17461,0.55413,0,0,0,0,0,0,/192.168.0.22,/192.168.0.33,20160924_232040,20160924_232409,1 / 00201,,,,,,,,,,
1 / 00227,Overkill,UAlbertaBot,UAlbertaBot,FALSE,Destination,00:46:58,45840,87775,-0.47775,1,0,0,311,0,0,/192.168.0.33,/192.168.0.41,20160924_234245,20160925_000307,2 / 00227,,,,,,,,,,
1 / 00246,Overkill,Aiur,FALSE,FALSE,Destination,00:07:30,13578,3334,0.7544,0,0,0,0,0,0,/192.168.0.31,/192.168.0.22,20160924_235605,20160924_235744,2 / 00246,,,,,,,,,,
1 / 00264,Overkill,CruzBot,FALSE,FALSE,Destination,00:12:49,34805,11518,0.66905,0,0,0,1,0,0,/192.168.0.12,/192.168.0.11,20160925_001101,20160925_001352,2 / 00264,,,,,,,,,,
1 / 00297,Overkill,NUSBot,FALSE,FALSE,Destination,00:08:56,15122,5010,0.66865,0,0,0,1,0,0,/192.168.0.13,/192.168.0.11,20160925_004231,20160925_004424,2 / 00297,,,,,,,,,,
1 / 00381,Overkill,Oritaka,FALSE,FALSE,Destination,00:30:09,72769,32612,0.55183,17,0,0,0,0,0,/192.168.0.43,/192.168.0.33,20160925_015045,20160925_020702,2 / 00381,,,,,,,,,,
1 / 00389,Overkill,SRbotOne,FALSE,FALSE,Destination,00:10:51,21162,4055,0.80834,0,0,0,0,0,0,/192.168.0.44,/192.168.0.11,20160925_015857,20160925_020126,2 / 00389,,,,,,,,,,
1 / 00396,Overkill,TerranUAB,FALSE,FALSE,Destination,00:16:04,62423,35221,0.43576,0,0,0,0,0,0,/192.168.0.12,/192.168.0.41,20160925_020442,20160925_020829,2 / 00396,,,,,,,,,,
1 / 00402,Overkill,Tyr,FALSE,FALSE,Destination,00:03:34,4021,450,0.88787,0,0,0,0,0,0,/192.168.0.31,/192.168.0.34,20160925_020858,20160925_020958,2 / 00402,,,,,,,,,,
1 / 00411,Overkill,GarmBot,FALSE,FALSE,Destination,00:11:46,30379,12095,0.60184,0,0,0,0,0,0,/192.168.0.12,/192.168.0.42,20160925_021504,20160925_021752,2 / 00411,,,,,,,,,,
2 / 00474,Overkill,CruzBot,FALSE,FALSE,HeartbreakRidge,00:09:36,17699,7589,0.57119,0,0,0,0,0,0,/192.168.0.43,/192.168.0.42,20160925_030526,20160925_030800,3 / 00474,,,,,,,,,,
2 / 00507,Overkill,NUSBot,NUSBot,FALSE,HeartbreakRidge,00:00:01,350,0,0.99715,0,0,0,0,0,0,/192.168.0.32,/192.168.0.43,20160925_034549,20160925_034722,3 / 00507,,,,,,,,,,
2 / 00561,Overkill,IceBot,FALSE,FALSE,HeartbreakRidge,00:09:15,18087,4055,0.77576,0,0,0,0,0,0,/192.168.0.32,/192.168.0.22,20160925_042825,20160925_043030,3 / 00561,,,,,,,,,,
2 / 00591,Overkill,Oritaka,FALSE,FALSE,HeartbreakRidge,00:15:33,65513,23465,0.64182,0,0,0,0,0,0,/192.168.0.43,/192.168.0.22,20160925_045004,20160925_045415,3 / 00591,,,,,,,,,,
2 / 00599,Overkill,SRbotOne,FALSE,FALSE,HeartbreakRidge,00:16:35,64286,33766,0.47475,0,0,0,110,0,0,/192.168.0.32,/192.168.0.43,20160925_045523,20160925_050046,3 / 00599,,,,,,,,,,
2 / 00606,Overkill,TerranUAB,FALSE,FALSE,HeartbreakRidge,00:10:49,22085,9281,0.57973,0,0,0,0,0,0,/192.168.0.31,/192.168.0.13,20160925_050232,20160925_050455,3 / 00606,,,,,,,,,,
2 / 00612,Overkill,Tyr,FALSE,FALSE,HeartbreakRidge,00:04:15,4789,450,0.90585,0,0,0,0,0,0,/192.168.0.34,/192.168.0.23,20160925_050759,20160925_050908,3 / 00612,,,,,,,,,,
2 / 00617,Overkill,Cimex,FALSE,FALSE,HeartbreakRidge,00:12:07,33352,13441,0.59698,0,0,0,0,0,0,/192.168.0.23,/192.168.0.44,20160925_051128,20160925_051423,3 / 00617,,,,,,,,,,
2 / 00621,Overkill,GarmBot,FALSE,FALSE,HeartbreakRidge,00:11:53,36972,12994,0.64853,0,0,0,0,0,0,/192.168.0.43,/192.168.0.31,20160925_051422,20160925_051718,3 / 00621,,,,,,,,,,
2 / 00624,Overkill,JiaBot,FALSE,FALSE,HeartbreakRidge,00:19:40,86334,61382,0.28901,0,0,0,5,0,0,/192.168.0.22,/192.168.0.23,20160925_051656,20160925_052154,3 / 00624,,,,,,,,,,
3 / 00684,Overkill,CruzBot,FALSE,FALSE,Aztec,00:11:04,25439,11240,0.55814,0,0,0,6,0,0,/192.168.0.41,/192.168.0.22,20160925_060420,20160925_060656,4 / 00684,,,,,,,,,,
3 / 00717,Overkill,NUSBot,FALSE,FALSE,Aztec,00:15:06,47889,17542,0.63368,2,0,0,8,0,0,/192.168.0.31,/192.168.0.22,20160925_064000,20160925_064337,4 / 00717,,,,,,,,,,
3 / 00771,Overkill,IceBot,FALSE,FALSE,Aztec,00:24:32,150309,83466,0.4447,1,0,0,1,0,0,/192.168.0.13,/192.168.0.43,20160925_072541,20160925_073424,4 / 00771,,,,,,,,,,
3 / 00809,Overkill,SRbotOne,FALSE,FALSE,Aztec,00:16:14,52877,21462,0.5941,0,0,0,115,0,0,/192.168.0.23,/192.168.0.44,20160925_075705,20160925_080131,4 / 00809,,,,,,,,,,
3 / 00816,Overkill,TerranUAB,FALSE,FALSE,Aztec,00:10:00,16280,9003,0.44696,0,0,0,0,0,0,/192.168.0.13,/192.168.0.12,20160925_080729,20160925_080935,4 / 00816,,,,,,,,,,
3 / 00822,Overkill,Tyr,FALSE,FALSE,Aztec,00:03:37,4017,500,0.87531,0,0,0,0,0,0,/192.168.0.33,/192.168.0.11,20160925_081237,20160925_081338,4 / 00822,,,,,,,,,,
3 / 00827,Overkill,Cimex,FALSE,FALSE,Aztec,00:13:41,42568,17192,0.59611,0,0,0,0,0,0,/192.168.0.13,/192.168.0.33,20160925_081558,20160925_081924,4 / 00827,,,,,,,,,,
4 / 00876,Overkill,Aiur,FALSE,FALSE,TauCross,00:09:55,20303,4598,0.77349,0,0,0,0,0,0,/192.168.0.31,/192.168.0.43,20160925_085621,20160925_085833,5 / 00876,,,,,,,,,,
4 / 00894,Overkill,CruzBot,FALSE,FALSE,TauCross,00:15:43,48655,14677,0.69833,2,0,0,2,0,0,/192.168.0.13,/192.168.0.12,20160925_091113,20160925_091531,5 / 00894,,,,,,,,,,
4 / 00927,Overkill,NUSBot,FALSE,FALSE,TauCross,00:16:21,61707,22265,0.63917,0,0,0,0,0,0,/192.168.0.42,/192.168.0.22,20160925_094138,20160925_094545,5 / 00927,,,,,,,,,,
4 / 00956,Overkill,Xelnaga,FALSE,FALSE,TauCross,00:12:48,42215,13435,0.68173,0,0,0,0,0,0,/192.168.0.12,/192.168.0.32,20160925_100349,20160925_100643,5 / 00956,,,,,,,,,,
4 / 00969,Overkill,Ximp,FALSE,FALSE,TauCross,00:15:39,75897,49758,0.3444,0,0,0,17,0,0,/192.168.0.12,/192.168.0.34,20160925_101535,20160925_101940,5 / 00969,,,,,,,,,,
4 / 00981,Overkill,IceBot,FALSE,FALSE,TauCross,00:19:21,115172,62219,0.45977,0,0,0,0,0,0,/192.168.0.23,/192.168.0.31,20160925_102441,20160925_103050,5 / 00981,,,,,,,,,,
4 / 01011,Overkill,Oritaka,FALSE,FALSE,TauCross,00:23:42,135742,74381,0.45204,10,0,0,0,0,0,/192.168.0.44,/192.168.0.43,20160925_104700,20160925_105837,5 / 01011,,,,,,,,,,
4 / 01019,Overkill,SRbotOne,FALSE,FALSE,TauCross,00:17:03,67932,39757,0.41475,1,0,0,90,0,0,/192.168.0.13,/192.168.0.43,20160925_110106,20160925_110609,5 / 01019,,,,,,,,,,
4 / 01026,Overkill,TerranUAB,FALSE,FALSE,TauCross,00:16:24,63835,36571,0.42709,0,0,0,0,0,0,/192.168.0.13,/192.168.0.41,20160925_110628,20160925_111026,5 / 01026,,,,,,,,,,
4 / 01032,Overkill,Tyr,FALSE,FALSE,TauCross,00:04:11,4389,450,0.89727,0,0,0,0,0,0,/192.168.0.34,/192.168.0.13,20160925_111157,20160925_111307,5 / 01032,,,,,,,,,,
4 / 01041,Overkill,GarmBot,FALSE,FALSE,TauCross,00:10:26,25690,9995,0.61091,0,0,0,0,0,0,/192.168.0.44,/192.168.0.43,20160925_111833,20160925_112118,5 / 01041,,,,,,,,,,
4 / 01048,Overkill,ZZZKBot,FALSE,FALSE,TauCross,00:12:25,33674,17660,0.47555,0,0,0,0,0,0,/192.168.0.41,/192.168.0.32,20160925_112345,20160925_112622,5 / 01048,,,,,,,,,,
5 / 01067,Overkill,UAlbertaBot,FALSE,FALSE,Andromeda,00:16:24,66231,25860,0.60954,1,0,0,84,0,0,/192.168.0.34,/192.168.0.11,20160925_114140,20160925_114714,6 / 01067,,,,,,,,,,
5 / 01104,Overkill,CruzBot,FALSE,FALSE,Andromeda,00:15:26,56350,20881,0.62943,0,0,0,1,0,0,/192.168.0.12,/192.168.0.13,20160925_121031,20160925_121427,6 / 01104,,,,,,,,,,
5 / 01137,Overkill,NUSBot,FALSE,FALSE,Andromeda,00:15:44,65768,33798,0.4861,0,0,0,0,0,0,/192.168.0.32,/192.168.0.31,20160925_123920,20160925_124332,6 / 01137,,,,,,,,,,
5 / 01166,Overkill,Xelnaga,Xelnaga,FALSE,Andromeda,00:17:13,79434,49360,0.3786,0,0,0,0,0,0,/192.168.0.44,/192.168.0.13,20160925_130232,20160925_130748,6 / 01166,,,,,,,,,,
5 / 01179,Overkill,Ximp,FALSE,Ximp,Andromeda,00:14:06,21781,57380,-0.6204,0,0,0,191,10,0,/192.168.0.34,/192.168.0.44,20160925_131322,20160925_131720,6 / 01179,,,,,,,,,,
5 / 01221,Overkill,Oritaka,FALSE,FALSE,Andromeda,00:14:37,65267,29810,0.54325,0,0,0,0,0,0,/192.168.0.22,/192.168.0.23,20160925_134717,20160925_135118,6 / 01221,,,,,,,,,,
5 / 01229,Overkill,SRbotOne,FALSE,FALSE,Andromeda,00:16:07,63728,50368,0.20964,0,0,0,92,0,0,/192.168.0.31,/192.168.0.43,20160925_135349,20160925_135853,6 / 01229,,,,,,,,,,
5 / 01236,Overkill,TerranUAB,FALSE,FALSE,Andromeda,00:17:17,66984,59772,0.10767,0,0,0,0,0,0,/192.168.0.44,/192.168.0.11,20160925_135913,20160925_140337,6 / 01236,,,,,,,,,,
5 / 01242,Overkill,Tyr,FALSE,FALSE,Andromeda,00:04:46,5782,500,0.91337,0,0,0,0,0,0,/192.168.0.42,/192.168.0.34,20160925_140526,20160925_140640,6 / 01242,,,,,,,,,,
5 / 01247,Overkill,Cimex,FALSE,FALSE,Andromeda,00:12:53,37402,13798,0.63107,0,0,0,0,0,0,/192.168.0.13,/192.168.0.44,20160925_140856,20160925_141206,6 / 01247,,,,,,,,,,
5 / 01251,Overkill,GarmBot,FALSE,FALSE,Andromeda,00:11:20,28856,8688,0.69889,1,0,0,0,0,0,/192.168.0.22,/192.168.0.12,20160925_141142,20160925_141447,6 / 01251,,,,,,,,,,
5 / 01254,Overkill,JiaBot,FALSE,FALSE,Andromeda,00:19:54,63023,42554,0.32478,0,0,0,0,0,0,/192.168.0.44,/192.168.0.33,20160925_141359,20160925_141843,6 / 01254,,,,,,,,,,
