Round/Game,Winner,Loser,Crash,Timeout,Map,Duration,W Score,L Score,(W-L)/Max,W 55,W 1000,W 10000,L 55,L 1000,L 10000,Win Addr,Lose Addr,Start,Finish,Round/Game,,Bot,Games,Win,Loss,Win %,AvgTime,Hour,Crash,Timeout
50 / 10544,IceBot,CruzBot,FALSE,FALSE,Benzene,00:15:18,48117,23262,0.51654,1,0,0,5,0,0,/192.168.0.33,/192.168.0.34,20161001_014310,20161001_014717,51 / 10544,,,,,,,,,,
50 / 10577,IceBot,NUSBot,NUSBot,FALSE,Benzene,00:16:17,60061,25028,0.58328,11,0,0,1,0,0,/192.168.0.23,/192.168.0.31,20161001_021000,20161001_021446,51 / 10577,,,,,,,,,,
50 / 10592,IceBot,Skynet,FALSE,FALSE,Benzene,00:13:57,29444,16145,0.45166,3,0,0,0,0,0,/192.168.0.41,/192.168.0.33,20161001_022208,20161001_022459,51 / 10592,,,,,,,,,,
50 / 10619,IceBot,Ximp,FALSE,FALSE,Benzene,00:11:59,40614,18106,0.55418,0,0,0,3,0,0,/192.168.0.33,/192.168.0.34,20161001_024330,20161001_024600,51 / 10619,,,,,,,,,,
50 / 10634,IceBot,Oritaka,FALSE,FALSE,Benzene,00:15:48,62771,19878,0.68331,1,0,0,1,0,0,/192.168.0.23,/192.168.0.43,20161001_025611,20161001_025955,51 / 10634,,,,,,,,,,
50 / 10635,IceBot,SRbotOne,FALSE,FALSE,Benzene,00:12:57,41284,13468,0.67376,0,0,0,5,0,0,/192.168.0.22,/192.168.0.42,20161001_025653,20161001_030013,51 / 10635,,,,,,,,,,
50 / 10636,IceBot,TerranUAB,FALSE,FALSE,Benzene,00:17:34,80489,38855,0.51726,2,0,0,5,0,0,/192.168.0.32,/192.168.0.12,20161001_025735,20161001_030147,51 / 10636,,,,,,,,,,
50 / 10637,IceBot,Tyr,FALSE,FALSE,Benzene,00:09:27,16764,550,0.96713,0,0,0,0,0,0,/192.168.0.41,/192.168.0.11,20161001_025817,20161001_025958,51 / 10637,,,,,,,,,,
50 / 10638,IceBot,Cimex,FALSE,FALSE,Benzene,00:17:59,78368,32104,0.59034,0,0,0,0,0,0,/192.168.0.34,/192.168.0.33,20161001_025901,20161001_030315,51 / 10638,,,,,,,,,,
50 / 10640,IceBot,JiaBot,FALSE,FALSE,Benzene,00:18:54,105898,58177,0.45063,0,0,0,0,0,0,/192.168.0.44,/192.168.0.43,20161001_030027,20161001_030506,51 / 10640,,,,,,,,,,
51 / 10717,IceBot,UAlbertaBot,FALSE,FALSE,Destination,00:18:33,86504,35927,0.58467,14,0,0,0,0,0,/192.168.0.13,/192.168.0.12,20161001_041018,20161001_041355,52 / 10717,,,,,,,,,,
51 / 10754,IceBot,CruzBot,FALSE,FALSE,Destination,00:18:47,75813,27117,0.64231,4,0,0,1,0,0,/192.168.0.42,/192.168.0.12,20161001_043939,20161001_044521,52 / 10754,,,,,,,,,,
51 / 10771,IceBot,MegaBot,FALSE,FALSE,Destination,00:15:59,62594,23336,0.62717,4,0,0,0,0,0,/192.168.0.11,/192.168.0.32,20161001_045925,20161001_050247,52 / 10771,,,,,,,,,,
51 / 10787,IceBot,NUSBot,FALSE,FALSE,Destination,00:16:19,65480,27545,0.57933,4,0,0,0,0,0,/192.168.0.22,/192.168.0.42,20161001_051425,20161001_051747,52 / 10787,,,,,,,,,,
51 / 10802,IceBot,Skynet,FALSE,FALSE,Destination,00:13:14,27922,15153,0.45729,1,0,0,0,0,0,/192.168.0.32,/192.168.0.12,20161001_052704,20161001_052940,52 / 10802,,,,,,,,,,
51 / 10829,IceBot,Ximp,FALSE,FALSE,Destination,00:10:26,31361,13171,0.58,0,0,0,7,0,0,/192.168.0.31,/192.168.0.33,20161001_054842,20161001_055043,52 / 10829,,,,,,,,,,
51 / 10844,IceBot,Oritaka,FALSE,FALSE,Destination,00:13:05,54721,16746,0.69396,0,0,0,0,0,0,/192.168.0.22,/192.168.0.44,20161001_060233,20161001_060531,52 / 10844,,,,,,,,,,
51 / 10845,IceBot,SRbotOne,FALSE,FALSE,Destination,00:12:48,43197,13810,0.68029,0,0,0,8,0,0,/192.168.0.41,/192.168.0.13,20161001_060316,20161001_060632,52 / 10845,,,,,,,,,,
51 / 10846,IceBot,TerranUAB,FALSE,FALSE,Destination,00:17:36,83973,47802,0.43074,1,0,0,0,0,0,/192.168.0.12,/192.168.0.11,20161001_060355,20161001_060812,52 / 10846,,,,,,,,,,
51 / 10847,IceBot,Tyr,FALSE,FALSE,Destination,00:09:20,16138,550,0.96586,1,0,0,0,0,0,/192.168.0.33,/192.168.0.42,20161001_060437,20161001_060619,52 / 10847,,,,,,,,,,
51 / 10848,IceBot,Cimex,FALSE,FALSE,Destination,00:16:20,75618,29956,0.60384,0,0,0,0,0,0,/192.168.0.32,/192.168.0.31,20161001_060519,20161001_060900,52 / 10848,,,,,,,,,,
51 / 10849,IceBot,GarmBot,FALSE,FALSE,Destination,00:22:59,145817,88347,0.39412,0,0,0,0,0,0,/192.168.0.22,/192.168.0.43,20161001_060604,20161001_061218,52 / 10849,,,,,,,,,,
51 / 10850,IceBot,JiaBot,IceBot,JiaBot,Destination,00:22:35,76795,81391,-0.05647,0,0,0,320,0,0,/192.168.0.23,/192.168.0.44,20161001_060655,20161001_061257,52 / 10850,,,,,,,,,,
52 / 10927,IceBot,UAlbertaBot,FALSE,FALSE,HeartbreakRidge,00:18:47,81398,30629,0.62371,7,0,0,0,0,0,/192.168.0.11,/192.168.0.41,20161001_071446,20161001_071838,53 / 10927,,,,,,,,,,
52 / 10964,IceBot,CruzBot,FALSE,FALSE,HeartbreakRidge,00:14:57,49358,14087,0.71458,4,0,0,3,0,0,/192.168.0.34,/192.168.0.43,20161001_074314,20161001_074710,53 / 10964,,,,,,,,,,
52 / 10997,IceBot,NUSBot,NUSBot,FALSE,HeartbreakRidge,00:00:01,450,0,0.99778,0,0,0,0,0,0,/192.168.0.43,/192.168.0.12,20161001_081321,20161001_081453,53 / 10997,,,,,,,,,,
52 / 11012,IceBot,Skynet,FALSE,FALSE,HeartbreakRidge,00:13:08,28024,16029,0.42801,2,0,0,0,0,0,/192.168.0.22,/192.168.0.11,20161001_083537,20161001_083817,53 / 11012,,,,,,,,,,
52 / 11039,IceBot,Ximp,FALSE,FALSE,HeartbreakRidge,00:11:33,37725,14716,0.6099,0,0,0,18,0,0,/192.168.0.31,/192.168.0.23,20161001_085833,20161001_090055,53 / 11039,,,,,,,,,,
52 / 11054,IceBot,Oritaka,FALSE,FALSE,HeartbreakRidge,00:12:18,47380,16689,0.64775,1,0,0,0,0,0,/192.168.0.23,/192.168.0.42,20161001_091052,20161001_091336,53 / 11054,,,,,,,,,,
52 / 11055,IceBot,SRbotOne,FALSE,FALSE,HeartbreakRidge,00:12:34,40290,11085,0.72485,1,0,0,10,0,0,/192.168.0.44,/192.168.0.32,20161001_091134,20161001_091433,53 / 11055,,,,,,,,,,
52 / 11056,IceBot,TerranUAB,FALSE,FALSE,HeartbreakRidge,00:18:19,83948,45427,0.45886,2,0,0,5,0,0,/192.168.0.43,/192.168.0.33,20161001_091221,20161001_091646,53 / 11056,,,,,,,,,,
52 / 11057,IceBot,Tyr,FALSE,FALSE,HeartbreakRidge,00:09:38,16768,550,0.96714,1,0,0,0,0,0,/192.168.0.34,/192.168.0.12,20161001_091305,20161001_091452,53 / 11057,,,,,,,,,,
52 / 11058,IceBot,Cimex,FALSE,FALSE,HeartbreakRidge,00:17:37,83514,29296,0.6492,0,0,0,1,0,0,/192.168.0.11,/192.168.0.42,20161001_091352,20161001_091807,53 / 11058,,,,,,,,,,
52 / 11059,IceBot,GarmBot,FALSE,FALSE,HeartbreakRidge,00:28:56,160658,112289,0.30107,0,0,0,0,0,0,/192.168.0.23,/192.168.0.22,20161001_091437,20161001_092205,53 / 11059,,,,,,,,,,
53 / 11137,IceBot,UAlbertaBot,FALSE,FALSE,Aztec,00:16:15,74524,25488,0.65798,6,0,0,0,0,0,/192.168.0.43,/192.168.0.11,20161001_102712,20161001_103038,54 / 11137,,,,,,,,,,
53 / 11156,IceBot,Aiur,FALSE,FALSE,Aztec,00:26:13,157486,67254,0.57295,26,0,0,0,0,0,/192.168.0.12,/192.168.0.23,20161001_104124,20161001_104718,54 / 11156,,,,,,,,,,
53 / 11174,IceBot,CruzBot,FALSE,FALSE,Aztec,00:14:26,47254,14169,0.70014,4,0,0,5,0,0,/192.168.0.33,/192.168.0.34,20161001_105613,20161001_110015,54 / 11174,,,,,,,,,,
53 / 11207,IceBot,NUSBot,FALSE,FALSE,Aztec,00:15:19,60612,20850,0.656,8,0,0,0,0,0,/192.168.0.12,/192.168.0.11,20161001_112300,20161001_112626,54 / 11207,,,,,,,,,,
53 / 11222,IceBot,Skynet,FALSE,FALSE,Aztec,00:12:56,27606,14693,0.46774,4,0,0,0,0,0,/192.168.0.44,/192.168.0.23,20161001_113430,20161001_113707,54 / 11222,,,,,,,,,,
53 / 11249,IceBot,Ximp,FALSE,FALSE,Aztec,00:12:07,39130,18266,0.53318,0,0,0,39,0,0,/192.168.0.22,/192.168.0.13,20161001_115419,20161001_115649,54 / 11249,,,,,,,,,,
53 / 11264,IceBot,Oritaka,FALSE,FALSE,Aztec,00:15:27,66872,22238,0.66744,1,0,0,0,0,0,/192.168.0.32,/192.168.0.43,20161001_120753,20161001_121131,54 / 11264,,,,,,,,,,
53 / 11265,IceBot,SRbotOne,FALSE,FALSE,Aztec,00:11:41,37698,10873,0.71156,0,0,0,10,0,0,/192.168.0.22,/192.168.0.33,20161001_120835,20161001_121121,54 / 11265,,,,,,,,,,
53 / 11266,IceBot,TerranUAB,FALSE,FALSE,Aztec,00:13:49,52234,22095,0.57699,0,0,0,1,0,0,/192.168.0.12,/192.168.0.41,20161001_120910,20161001_121204,54 / 11266,,,,,,,,,,
53 / 11267,IceBot,Tyr,FALSE,FALSE,Aztec,00:09:09,16372,550,0.96635,0,0,0,0,0,0,/192.168.0.13,/192.168.0.44,20161001_121049,20161001_121232,54 / 11267,,,,,,,,,,
53 / 11268,IceBot,Cimex,Cimex,FALSE,Aztec,00:14:30,58326,22068,0.62163,0,0,0,0,0,0,/192.168.0.31,/192.168.0.11,20161001_121131,20161001_121619,54 / 11268,,,,,,,,,,
54 / 11384,IceBot,CruzBot,FALSE,FALSE,TauCross,00:13:42,46245,13347,0.71137,1,0,0,3,0,0,/192.168.0.31,/192.168.0.33,20161001_135115,20161001_135450,55 / 11384,,,,,,,,,,
54 / 11401,IceBot,MegaBot,MegaBot,FALSE,TauCross,00:18:01,94890,48724,0.48652,13,0,0,0,0,0,/192.168.0.33,/192.168.0.12,20161001_140536,20161001_141017,55 / 11401,,,,,,,,,,
54 / 11417,IceBot,NUSBot,FALSE,FALSE,TauCross,00:16:24,65998,27877,0.5776,11,0,0,2,0,0,/192.168.0.32,/192.168.0.22,20161001_141847,20161001_142220,55 / 11417,,,,,,,,,,
54 / 11432,IceBot,Skynet,FALSE,FALSE,TauCross,00:13:29,29743,15913,0.46497,5,0,0,0,0,0,/192.168.0.42,/192.168.0.13,20161001_143148,20161001_143425,55 / 11432,,,,,,,,,,
54 / 11459,IceBot,Ximp,FALSE,FALSE,TauCross,00:11:13,35121,13070,0.62784,0,0,0,4,0,0,/192.168.0.32,/192.168.0.23,20161001_145319,20161001_145535,55 / 11459,,,,,,,,,,
54 / 11474,IceBot,Oritaka,FALSE,FALSE,TauCross,00:13:53,59106,24394,0.58727,4,0,0,0,0,0,/192.168.0.22,/192.168.0.11,20161001_150509,20161001_150820,55 / 11474,,,,,,,,,,
54 / 11475,IceBot,SRbotOne,FALSE,FALSE,TauCross,00:12:44,43153,13132,0.69567,1,0,0,15,0,0,/192.168.0.13,/192.168.0.23,20161001_150554,20161001_150917,55 / 11475,,,,,,,,,,
54 / 11476,IceBot,TerranUAB,FALSE,FALSE,TauCross,00:12:44,43956,18281,0.58409,0,0,0,1,0,0,/192.168.0.33,/192.168.0.41,20161001_150638,20161001_150914,55 / 11476,,,,,,,,,,
54 / 11477,IceBot,Tyr,FALSE,FALSE,TauCross,00:09:38,17202,450,0.97378,0,0,0,0,0,0,/192.168.0.31,/192.168.0.12,20161001_150719,20161001_150902,55 / 11477,,,,,,,,,,
54 / 11478,IceBot,Cimex,Cimex,FALSE,TauCross,00:15:21,52939,25256,0.52291,0,0,0,0,0,0,/192.168.0.43,/192.168.0.44,20161001_150812,20161001_151314,55 / 11478,,,,,,,,,,
54 / 11480,IceBot,JiaBot,FALSE,JiaBot,TauCross,00:15:23,38064,47266,-0.19468,3,0,0,320,0,0,/192.168.0.11,/192.168.0.31,20161001_150940,20161001_151330,55 / 11480,,,,,,,,,,
55 / 11594,IceBot,CruzBot,FALSE,FALSE,Andromeda,00:13:33,39696,19132,0.51802,1,0,0,4,0,0,/192.168.0.42,/192.168.0.23,20161001_163956,20161001_164330,56 / 11594,,,,,,,,,,
55 / 11611,IceBot,MegaBot,MegaBot,FALSE,Andromeda,00:18:24,84720,44960,0.46931,3,0,0,0,0,0,/192.168.0.41,/192.168.0.44,20161001_165332,20161001_165814,56 / 11611,,,,,,,,,,
55 / 11627,IceBot,NUSBot,FALSE,FALSE,Andromeda,00:14:37,52130,19019,0.63515,4,0,0,0,0,0,/192.168.0.44,/192.168.0.12,20161001_170613,20161001_170931,56 / 11627,,,,,,,,,,
55 / 11642,IceBot,Skynet,FALSE,FALSE,Andromeda,00:24:09,127382,73790,0.42072,6,0,0,10,0,0,/192.168.0.12,/192.168.0.33,20161001_171908,20161001_172725,56 / 11642,,,,,,,,,,
55 / 11656,IceBot,Xelnaga,FALSE,FALSE,Andromeda,00:16:46,87931,34916,0.60291,1,0,0,0,0,0,/192.168.0.11,/192.168.0.42,20161001_173047,20161001_173420,56 / 11656,,,,,,,,,,
55 / 11669,IceBot,Ximp,FALSE,Ximp,Andromeda,00:12:46,28144,20468,0.27273,1,0,0,320,0,0,/192.168.0.43,/192.168.0.11,20161001_174117,20161001_174509,56 / 11669,,,,,,,,,,
55 / 11684,IceBot,Oritaka,FALSE,FALSE,Andromeda,00:12:30,38743,12943,0.66591,0,0,0,0,0,0,/192.168.0.44,/192.168.0.32,20161001_175403,20161001_175658,56 / 11684,,,,,,,,,,
55 / 11685,IceBot,SRbotOne,FALSE,FALSE,Andromeda,00:14:20,51538,16795,0.67411,1,0,0,10,0,0,/192.168.0.43,/192.168.0.34,20161001_175446,20161001_175832,56 / 11685,,,,,,,,,,
55 / 11686,IceBot,TerranUAB,FALSE,FALSE,Andromeda,00:13:33,48942,22513,0.54,0,0,0,0,0,0,/192.168.0.12,/192.168.0.22,20161001_175524,20161001_175814,56 / 11686,,,,,,,,,,
55 / 11687,IceBot,Tyr,FALSE,FALSE,Andromeda,00:09:47,18008,450,0.97496,1,0,0,0,0,0,/192.168.0.42,/192.168.0.31,20161001_175605,20161001_175757,56 / 11687,,,,,,,,,,
55 / 11688,IceBot,Cimex,Cimex,FALSE,Andromeda,00:14:51,55660,18530,0.66707,0,0,0,0,0,0,/192.168.0.44,/192.168.0.23,20161001_175716,20161001_180142,56 / 11688,,,,,,,,,,
55 / 11689,IceBot,GarmBot,FALSE,FALSE,Andromeda,00:21:42,118003,67004,0.43218,1,0,0,0,0,0,/192.168.0.31,/192.168.0.32,20161001_175812,20161001_180451,56 / 11689,,,,,,,,,,
56 / 11804,IceBot,CruzBot,FALSE,FALSE,CircuitBreaker,00:14:31,51892,15333,0.70451,2,0,0,3,0,0,/192.168.0.33,/192.168.0.31,20161001_194321,20161001_194715,57 / 11804,,,,,,,,,,
56 / 11837,IceBot,NUSBot,FALSE,FALSE,CircuitBreaker,00:16:10,63167,25086,0.60285,8,0,0,1,0,0,/192.168.0.12,/192.168.0.41,20161001_200918,20161001_201249,57 / 11837,,,,,,,,,,
56 / 11852,IceBot,Skynet,FALSE,FALSE,CircuitBreaker,00:24:39,156880,86675,0.4475,20,0,0,37,0,0,/192.168.0.31,/192.168.0.32,20161001_202123,20161001_203158,57 / 11852,,,,,,,,,,
56 / 11866,IceBot,Xelnaga,Xelnaga,FALSE,CircuitBreaker,00:23:02,92322,54718,0.40731,12,0,0,0,0,0,/192.168.0.44,/192.168.0.42,20161001_203247,20161001_203828,57 / 11866,,,,,,,,,,
56 / 11879,IceBot,Ximp,FALSE,FALSE,CircuitBreaker,00:13:18,45900,22464,0.51058,0,0,0,49,0,0,/192.168.0.11,/192.168.0.34,20161001_204231,20161001_204529,57 / 11879,,,,,,,,,,
56 / 11894,IceBot,Oritaka,FALSE,FALSE,CircuitBreaker,00:12:15,44186,15646,0.64589,0,0,0,0,0,0,/192.168.0.11,/192.168.0.32,20161001_205525,20161001_205817,57 / 11894,,,,,,,,,,
56 / 11895,IceBot,SRbotOne,FALSE,FALSE,CircuitBreaker,00:13:36,48896,21149,0.56746,0,0,0,11,0,0,/192.168.0.12,/192.168.0.33,20161001_205606,20161001_205952,57 / 11895,,,,,,,,,,
56 / 11896,IceBot,TerranUAB,FALSE,FALSE,CircuitBreaker,00:14:46,59115,26449,0.55257,0,0,0,0,0,0,/192.168.0.22,/192.168.0.41,20161001_205647,20161001_205959,57 / 11896,,,,,,,,,,
56 / 11897,IceBot,Tyr,FALSE,FALSE,CircuitBreaker,00:09:32,16728,550,0.96706,0,0,0,0,0,0,/192.168.0.43,/192.168.0.23,20161001_205728,20161001_205914,57 / 11897,,,,,,,,,,
56 / 11898,IceBot,Cimex,FALSE,FALSE,CircuitBreaker,00:15:21,60337,25043,0.58494,1,0,0,1,0,0,/192.168.0.42,/192.168.0.13,20161001_205812,20161001_210148,57 / 11898,,,,,,,,,,
56 / 11901,IceBot,Overkill,FALSE,FALSE,CircuitBreaker,00:21:52,120627,73186,0.39328,0,0,0,3,0,0,/192.168.0.23,/192.168.0.33,20161001_210031,20161001_210658,57 / 11901,,,,,,,,,,
57 / 12014,IceBot,CruzBot,FALSE,FALSE,EmpireoftheSun,00:14:42,49759,15093,0.69666,2,0,0,0,0,0,/192.168.0.23,/192.168.0.34,20161001_223719,20161001_224038,58 / 12014,,,,,,,,,,
57 / 12047,IceBot,NUSBot,FALSE,FALSE,EmpireoftheSun,00:15:37,63094,22341,0.6459,9,0,0,0,0,0,/192.168.0.43,/192.168.0.23,20161001_230419,20161001_230745,58 / 12047,,,,,,,,,,
57 / 12089,IceBot,Ximp,FALSE,FALSE,EmpireoftheSun,00:12:25,43385,19040,0.56113,0,0,0,51,0,0,/192.168.0.33,/192.168.0.41,20161001_233759,20161001_234039,58 / 12089,,,,,,,,,,
57 / 12104,IceBot,Oritaka,FALSE,FALSE,EmpireoftheSun,00:15:41,81726,31560,0.61382,2,0,0,0,0,0,/192.168.0.11,/192.168.0.33,20161001_235023,20161001_235416,58 / 12104,,,,,,,,,,
57 / 12105,IceBot,SRbotOne,FALSE,FALSE,EmpireoftheSun,00:12:25,42317,12093,0.71421,1,0,0,9,0,0,/192.168.0.44,/192.168.0.12,20161001_235107,20161001_235411,58 / 12105,,,,,,,,,,
57 / 12106,IceBot,TerranUAB,FALSE,FALSE,EmpireoftheSun,00:14:57,60679,31691,0.47772,0,0,0,0,0,0,/192.168.0.41,/192.168.0.23,20161001_235146,20161001_235501,58 / 12106,,,,,,,,,,
57 / 12107,IceBot,Tyr,FALSE,FALSE,EmpireoftheSun,00:09:12,16660,550,0.96693,0,0,0,0,0,0,/192.168.0.31,/192.168.0.43,20161001_235227,20161001_235411,58 / 12107,,,,,,,,,,
57 / 12108,IceBot,Cimex,FALSE,FALSE,EmpireoftheSun,00:17:35,70132,39385,0.43841,0,0,0,0,0,0,/192.168.0.42,/192.168.0.32,20161001_235358,20161001_235808,58 / 12108,,,,,,,,,,
57 / 12109,IceBot,GarmBot,FALSE,FALSE,EmpireoftheSun,00:23:47,133338,90867,0.31852,0,0,0,0,0,0,/192.168.0.31,/192.168.0.22,20161001_235439,20161002_000133,58 / 12109,,,,,,,,,,
57 / 12110,IceBot,JiaBot,FALSE,JiaBot,EmpireoftheSun,00:20:05,76741,121169,-0.36666,0,0,0,320,0,0,/192.168.0.12,/192.168.0.44,20161001_235530,20161002_000108,58 / 12110,,,,,,,,,,
58 / 12224,IceBot,CruzBot,FALSE,FALSE,Fortress,00:13:29,44893,12989,0.71065,7,0,0,6,0,0,/192.168.0.41,/192.168.0.31,20161002_012740,20161002_013125,59 / 12224,,,,,,,,,,
58 / 12257,IceBot,NUSBot,FALSE,FALSE,Fortress,00:14:42,54982,20588,0.62554,11,0,0,1,0,0,/192.168.0.31,/192.168.0.44,20161002_015830,20161002_020207,59 / 12257,,,,,,,,,,
58 / 12286,IceBot,Xelnaga,FALSE,FALSE,Fortress,00:21:33,106679,48968,0.54097,13,0,0,0,0,0,/192.168.0.11,/192.168.0.43,20161002_022419,20161002_022851,59 / 12286,,,,,,,,,,
58 / 12299,IceBot,Ximp,FALSE,FALSE,Fortress,00:10:42,37420,15358,0.58956,0,0,0,38,0,0,/192.168.0.33,/192.168.0.42,20161002_023429,20161002_023650,59 / 12299,,,,,,,,,,
58 / 12313,IceBot,LetaBot,FALSE,FALSE,Fortress,00:09:49,17932,4126,0.76987,0,0,0,0,0,0,/192.168.0.41,/192.168.0.31,20161002_024821,20161002_025012,59 / 12313,,,,,,,,,,
58 / 12314,IceBot,Oritaka,FALSE,FALSE,Fortress,00:13:04,54698,22651,0.58588,2,0,0,0,0,0,/192.168.0.11,/192.168.0.23,20161002_024905,20161002_025208,59 / 12314,,,,,,,,,,
58 / 12315,IceBot,SRbotOne,FALSE,FALSE,Fortress,00:12:37,40289,13714,0.65959,0,0,0,9,0,0,/192.168.0.44,/192.168.0.13,20161002_024946,20161002_025313,59 / 12315,,,,,,,,,,
58 / 12316,IceBot,TerranUAB,FALSE,FALSE,Fortress,00:19:34,82119,50205,0.38863,3,0,0,0,0,0,/192.168.0.42,/192.168.0.34,20161002_025031,20161002_025512,59 / 12316,,,,,,,,,,
58 / 12317,IceBot,Tyr,FALSE,FALSE,Fortress,00:09:24,16832,450,0.97321,0,0,0,0,0,0,/192.168.0.12,/192.168.0.22,20161002_025113,20161002_025258,59 / 12317,,,,,,,,,,
58 / 12318,IceBot,Cimex,FALSE,FALSE,Fortress,00:15:27,57214,20444,0.64266,0,0,0,0,0,0,/192.168.0.33,/192.168.0.41,20161002_025154,20161002_025522,59 / 12318,,,,,,,,,,
58 / 12319,IceBot,GarmBot,FALSE,FALSE,Fortress,00:23:56,115930,59065,0.49051,1,0,0,0,0,0,/192.168.0.31,/192.168.0.43,20161002_025236,20161002_025930,59 / 12319,,,,,,,,,,
58 / 12320,IceBot,JiaBot,FALSE,JiaBot,Fortress,00:24:14,87358,119927,-0.27157,0,0,0,320,0,0,/192.168.0.32,/192.168.0.11,20161002_025326,20161002_025913,59 / 12320,,,,,,,,,,
59 / 12434,IceBot,CruzBot,FALSE,FALSE,Python,00:13:59,46502,13028,0.71982,5,0,0,6,0,0,/192.168.0.44,/192.168.0.13,20161002_044329,20161002_044726,60 / 12434,,,,,,,,,,
59 / 12451,IceBot,MegaBot,MegaBot,FALSE,Python,00:19:34,98799,55919,0.43401,15,0,0,0,0,0,/192.168.0.33,/192.168.0.32,20161002_045605,20161002_050055,60 / 12451,,,,,,,,,,
59 / 12467,IceBot,NUSBot,FALSE,FALSE,Python,00:15:30,56844,20876,0.63274,5,0,0,3,0,0,/192.168.0.13,/192.168.0.31,20161002_050900,20161002_051209,60 / 12467,,,,,,,,,,
59 / 12496,IceBot,Xelnaga,FALSE,FALSE,Python,00:17:56,112037,41668,0.62808,9,0,0,0,0,0,/192.168.0.41,/192.168.0.22,20161002_053148,20161002_053536,60 / 12496,,,,,,,,,,
59 / 12509,IceBot,Ximp,FALSE,FALSE,Python,00:22:26,86263,56547,0.34448,7,0,0,19,0,0,/192.168.0.22,/192.168.0.34,20161002_054158,20161002_054824,60 / 12509,,,,,,,,,,
59 / 12524,IceBot,Oritaka,FALSE,FALSE,Python,00:12:49,46078,14576,0.68365,0,0,0,0,0,0,/192.168.0.32,/192.168.0.22,20161002_055839,20161002_060128,60 / 12524,,,,,,,,,,
59 / 12525,IceBot,SRbotOne,FALSE,FALSE,Python,00:13:04,44837,15656,0.65081,0,0,0,11,0,0,/192.168.0.13,/192.168.0.31,20161002_060017,20161002_060330,60 / 12525,,,,,,,,,,
59 / 12526,IceBot,TerranUAB,FALSE,FALSE,Python,00:18:41,81913,50225,0.38684,1,0,0,0,0,0,/192.168.0.43,/192.168.0.23,20161002_060056,20161002_060500,60 / 12526,,,,,,,,,,
59 / 12527,IceBot,Tyr,FALSE,FALSE,Python,00:09:34,17072,550,0.96773,1,0,0,0,0,0,/192.168.0.44,/192.168.0.34,20161002_060137,20161002_060324,60 / 12527,,,,,,,,,,
59 / 12528,IceBot,Cimex,FALSE,FALSE,Python,00:19:32,99905,34395,0.65572,1,0,0,0,0,0,/192.168.0.32,/192.168.0.11,20161002_060220,20161002_060700,60 / 12528,,,,,,,,,,
60 / 12626,IceBot,Aiur,FALSE,FALSE,Benzene,00:25:52,166507,72309,0.56573,10,0,0,0,0,0,/192.168.0.22,/192.168.0.11,20161002_072518,20161002_073104,61 / 12626,,,,,,,,,,
60 / 12644,IceBot,CruzBot,FALSE,FALSE,Benzene,00:14:33,51518,14739,0.71389,1,0,0,8,0,0,/192.168.0.11,/192.168.0.32,20161002_073823,20161002_074224,61 / 12644,,,,,,,,,,
60 / 12661,IceBot,MegaBot,MegaBot,FALSE,Benzene,00:17:25,97148,50226,0.48299,9,0,0,0,0,0,/192.168.0.34,/192.168.0.23,20161002_075433,20161002_075910,61 / 12661,,,,,,,,,,
60 / 12677,IceBot,NUSBot,FALSE,FALSE,Benzene,00:17:28,76683,29910,0.60994,8,0,0,2,0,0,/192.168.0.33,/192.168.0.42,20161002_080756,20161002_081157,61 / 12677,,,,,,,,,,
60 / 12692,IceBot,Skynet,FALSE,FALSE,Benzene,00:13:49,30058,16395,0.45454,2,0,0,0,0,0,/192.168.0.11,/192.168.0.43,20161002_082135,20161002_082431,61 / 12692,,,,,,,,,,
60 / 12719,IceBot,Ximp,FALSE,FALSE,Benzene,00:15:57,58892,40203,0.31734,1,0,0,3,0,0,/192.168.0.33,/192.168.0.11,20161002_084249,20161002_084641,61 / 12719,,,,,,,,,,
60 / 12734,IceBot,Oritaka,FALSE,FALSE,Benzene,00:11:33,32745,12274,0.62515,0,0,0,0,0,0,/192.168.0.13,/192.168.0.32,20161002_085527,20161002_085801,61 / 12734,,,,,,,,,,
60 / 12735,IceBot,SRbotOne,FALSE,FALSE,Benzene,00:12:38,42182,12960,0.69274,0,0,0,13,0,0,/192.168.0.41,/192.168.0.43,20161002_085610,20161002_085935,61 / 12735,,,,,,,,,,
60 / 12736,IceBot,TerranUAB,FALSE,FALSE,Benzene,00:13:28,48784,24068,0.50663,0,0,0,0,0,0,/192.168.0.22,/192.168.0.11,20161002_085651,20161002_085933,61 / 12736,,,,,,,,,,
60 / 12737,IceBot,Tyr,FALSE,FALSE,Benzene,00:09:33,17076,450,0.97359,1,0,0,0,0,0,/192.168.0.33,/192.168.0.34,20161002_085733,20161002_085919,61 / 12737,,,,,,,,,,
60 / 12738,IceBot,Cimex,Cimex,FALSE,Benzene,00:15:08,58780,23838,0.59444,0,0,0,0,0,0,/192.168.0.23,/192.168.0.31,20161002_085814,20161002_090234,61 / 12738,,,,,,,,,,
60 / 12739,IceBot,GarmBot,FALSE,FALSE,Benzene,00:26:24,134552,102551,0.23783,0,0,0,0,0,0,/192.168.0.12,/192.168.0.13,20161002_085856,20161002_090553,61 / 12739,,,,,,,,,,
